Org Name,The Bucket Ministry Athi River,Unnamed: 2,Unnamed: 3,Unnamed: 4
Village,Zone,Tribe,Language,NS Materials
Bondeni-Jua Kali,,,English,Printed Bible
Daystar,,,Spanish,Mega Voice
Kanani,,,Portuguese,Other Audio Bible
Mangeli,,,Swahili,Download from the WiFi Box
Njuguini,,,French,SD Copied from the WiFi Box
Slaughter,,,Creole,
Sophia,,,Other,
