Org Name,The Bucket Ministry South Africa,Unnamed: 2,Unnamed: 3,Unnamed: 4
Village,Zone,Tribe,Language,NS Materials
Jesus village ,Zones 4,AmaZulu,IsiZulu,Printed Bible
Bhobhoyi ,Zones 6,AmaXhosa,IsiXhosa,Mega Voice
Mkholombe ,Zones 7,Basotho,Sesotho,Other Audio Bible
,,Indians,English,
